,High,Low,Open,Close,Volume,Adj Close
20110131,9760,8509,8509,9761,1781870,
20110201,9586,8301,9447,8510,3166897,
20110207,8787,7745,8683,7781,869448,
20110208,8336,7502,7884,7781,681818,
20110209,8023,7711,7884,7850,399132,
20110210,8336,7919,8058,7989,541063,
20110211,8336,7919,8058,8024,523000,
20110214,8579,7954,8197,8024,357199,
20110215,8162,7815,8058,8024,247833,
20110216,9204,8232,8301,9205,1184574,
20110217,9377,8058,9343,8302,558263,
20110218,8579,8197,8405,8510,258189,
20110221,8787,8371,8648,8719,262534,
20110222,9377,8579,8822,9275,492621,
20110223,9586,9134,9377,9344,447453,
20110224,9655,9169,9377,9483,409224,
20110225,9586,8995,9516,9553,281863,
20110228,10142,9377,9482,9935,356288,
20110302,10281,9864,10142,10178,445238,
20110303,11670,10698,10767,11671,1448403,
20110304,11948,11115,11566,11914,1106051,
20110307,11948,11427,11809,11636,750683,
20110308,11844,11184,11705,11706,579852,
20110309,12469,10976,11705,12018,1441825,
20110310,12157,11636,11948,11984,366288,
20110311,12122,11323,11705,12053,462149,
20110314,12122,10767,11809,11601,392484,
20110315,11740,10420,11323,11671,502174,
20110316,12573,11462,11670,12470,920265,
20110317,12886,11844,11948,12783,1059823,
20110318,12955,12400,12782,12783,584985,
20110321,12955,12539,12816,12574,430301,
20110322,12573,12122,12539,12574,428019,
20110323,12851,12365,12469,12748,251917,
20110324,12955,12539,12851,12713,331194,
20110325,13129,12539,12782,13130,477308,
20110328,13407,12990,12990,13026,641640,
20110329,13129,12608,13094,12609,400161,
20110330,12747,12296,12608,12748,334465,
20110331,12990,12573,12747,12713,326220,
20110401,12712,12157,12643,12644,427147,
20110404,12712,12331,12504,12609,283107,
20110405,12573,12296,12573,12296,183265,
20110406,12192,11636,12192,12018,388902,
20110407,11983,11115,11844,11115,860848,
20110408,11497,11080,11219,11219,351566,
20110411,11566,11045,11323,11046,152234,
20110412,11045,10385,11045,10386,308538,
20110413,10732,10420,10593,10525,110409,
20110414,10663,10003,10663,10247,234167,
20110415,11184,10246,10246,10768,367582,
20110418,10941,10176,10941,10247,189928,
20110419,10211,9586,9933,9657,208619,
20110420,11080,10281,10350,10594,849465,
20110421,10837,9899,10767,9935,373273,
20110422,10072,9621,9968,9692,154725,
20110425,10037,9516,9725,10004,145983,
20110426,10315,9829,9899,9969,128363,
20110427,10211,9586,10142,9692,153458,
20110428,10246,9655,9690,10247,161305,
20110429,11115,10142,10315,10733,542564,
20110502,11080,10454,10802,10837,180756,
20110503,11566,10802,10837,11358,337188,
20110504,11497,11115,11115,11185,134520,
20110506,11288,10698,10976,11115,105686,
20110509,11705,10732,11254,10768,408067,
20110511,11045,10385,10871,10802,152612,
20110512,11809,10628,10698,11601,358782,
20110513,12087,11323,11809,11949,224854,
20110516,12539,11775,11914,12331,205205,
20110517,12400,12053,12296,12123,89924,
20110518,12331,11670,12122,11949,82230,
20110519,12296,11601,11879,12192,134553,
20110520,12296,11775,12087,12227,117315,
20110523,12192,11670,11948,12157,86759,
20110524,12331,11740,12122,11740,91693,
20110525,11914,11219,11740,11254,62901,
20110526,11566,10837,11393,10907,104744,
20110527,11254,10767,10976,10872,67400,
20110530,11288,10837,10976,10907,58110,
20110531,11601,10976,11080,11324,81602,
20110601,12192,11219,11393,12018,155337,
20110602,12226,11601,11809,12192,99597,
20110603,12226,11809,12053,11984,76972,
20110607,12435,11879,11948,12435,148539,
20110608,12608,12122,12539,12470,92426,
20110609,12747,12296,12469,12470,82597,
20110610,12504,11879,12504,11879,87103,
20110613,12053,11184,11740,11254,65483,
20110614,11636,11254,11254,11497,53192,
20110615,12018,11566,11705,11810,58704,
20110616,11914,11462,11705,11567,29724,
20110617,11844,11358,11844,11393,38503,
20110620,11601,11115,11462,11115,43717,
20110621,11636,11149,11219,11393,40104,
20110622,11740,11393,11740,11462,41179,
20110623,11566,11149,11427,11324,27472,
20110624,11636,11254,11358,11532,45436,
20110627,12226,11601,11948,11671,160499,
20110628,11775,11219,11705,11219,67060,
20110629,11497,11288,11427,11324,39598,
20110630,11601,11254,11393,11324,39124,
20110701,11879,11358,11636,11428,45152,
20110704,12122,11531,11531,12123,133549,
20110705,12296,11844,12296,12157,67154,
20110706,12816,12087,12157,12679,313504,
20110707,13685,12712,12886,13269,365258,
20110708,13372,12886,13268,13234,119401,
20110711,14171,13094,13268,13686,471266,
20110712,14032,13198,13685,13686,235220,
20110713,15457,13754,13963,14589,613385,
20110714,15318,14345,14762,14901,256048,
20110715,15352,14518,14935,14971,186046,
20110718,15700,14588,14762,15283,221821,
20110719,15908,15109,15283,15874,123304,
20110720,16290,15630,16186,15631,160431,
20110721,15978,15005,15700,15283,122380,
20110722,17575,15387,15630,16743,444907,
20110725,18200,16742,16915,18028,385166,
20110726,18305,17193,18305,17715,227562,
20110727,18270,17228,17471,18202,191943,
20110728,18513,17679,17714,18063,138209,
20110729,18305,17610,18061,17750,123346,
20110801,18096,17228,17957,17611,176597,
20110802,19034,17610,17922,18549,202486,
20110803,18860,17888,18409,18757,157353,
20110804,19416,17575,19416,17576,196655,
20110805,17158,15596,16360,16291,204699,
20110808,16811,13893,16256,15839,279662,
20110809,18166,14032,15422,17403,396766,
20110810,18756,17749,18478,17820,208842,
20110811,18652,16672,17019,18306,181063,
20110812,20042,18374,18826,18653,306856,
20110816,19660,18791,19451,18826,131066,
20110817,19138,18166,18826,18930,122609,
20110818,18860,17471,18860,17507,190805,
20110819,16603,15700,16360,15839,207641,
20110822,16533,14553,15839,14727,221155,
20110823,16464,14623,14831,16465,187064,
20110824,16880,15318,16880,15804,149327,
20110825,16568,15144,16568,15735,98032,
20110826,15873,15213,15318,15631,62731,
20110829,16429,15804,15943,16048,64948,
20110830,16672,15630,16533,15700,90971,
20110831,15908,15248,15700,15770,73079,
20110901,16568,15873,15978,16013,94568,
20110902,16256,15352,15700,15770,64738,
20110905,15526,14449,15179,14485,112133,
20110906,14345,13059,13928,13756,147115,
20110907,15526,13963,14171,15144,165981,
20110908,15318,14449,15318,14727,105296,
20110909,15665,14449,14727,14589,141818,
20110914,15318,13928,14518,13929,95133,
20110915,14727,13059,14657,13651,119823,
20110916,14310,13302,14136,13512,133115,
20110919,13789,12539,13511,12540,168007,
20110920,13233,11983,12296,13234,221893,
20110921,13650,12816,13233,13026,203395,
20110922,12886,11914,12504,12505,198190,
20110923,12053,11393,11809,11393,151292,
20110926,11914,9690,11670,10178,172384,
20110927,11670,10732,10732,11671,166797,
20110928,13407,11184,12053,12922,247811,
20110929,13685,12504,12886,13373,198897,
20110930,13615,13094,13407,13339,73744,
20111004,12990,12400,12851,12991,69007,
20111005,14102,12365,13337,12574,156000,
20111006,13302,12365,13302,12783,98013,
20111007,13198,12539,13129,12748,70511,
20111010,14553,12747,12747,14242,228582,
20111011,15526,14379,14935,14380,245424,
20111012,14727,14136,14588,14485,82771,
20111013,15179,14136,14727,14276,131682,
20111014,14310,13476,14310,14172,66168,
20111017,14588,14102,14241,14311,64778,
20111018,14032,13302,13893,13895,49054,
20111019,15040,13754,14102,14485,147388,
20111020,14796,13129,14484,13200,103131,
20111021,13858,13233,13546,13651,66712,
20111024,14275,13824,13997,13999,49664,
20111025,15283,13685,14032,14450,402219,
20111026,15387,14449,14727,14936,173780,
20111027,15422,14484,15213,14832,89775,
20111028,15804,14379,15422,14519,254305,
20111031,15040,14379,14588,14971,74558,
20111101,15387,14588,14588,14762,105548,
20111102,14379,13858,14379,14207,99559,
20111103,14518,13268,14518,13443,113270,
20111104,13963,13476,13719,13790,128454,
20111107,13997,13441,13824,13582,73655,
20111108,13824,12886,13615,12887,73617,
20111109,13268,12643,13094,12991,66186,
20111110,12643,12018,12469,12088,88010,
20111111,12712,12157,12400,12401,38419,
20111114,13546,12539,12851,13408,70700,
20111115,13407,12851,13407,12922,48405,
20111116,13059,12296,13059,12470,42616,
20111117,12782,12226,12365,12679,27834,
20111118,12435,12087,12435,12262,62826,
20111121,13094,12261,12539,12644,62315,
20111122,13337,12400,12400,13304,111986,
20111123,13650,13025,13302,13304,68476,
20111124,13580,13059,13198,13547,47999,
20111125,13789,13233,13511,13234,38643,
20111128,13754,13337,13337,13756,46816,
20111129,13997,13441,13754,13617,65483,
20111130,13685,13337,13546,13443,47870,
20111201,14136,13546,13858,14033,110377,
20111202,14206,13893,14206,14172,52066,
20111205,14241,13893,14241,13964,36849,
20111206,14692,13963,13963,14276,88198,
20111207,14449,13997,14449,13999,51630,
20111208,13963,13407,13963,13617,40746,
20111209,13615,13268,13407,13443,23680,
20111212,13963,13546,13546,13756,26183,
20111213,13824,13268,13685,13547,49906,
20111214,13789,13059,13546,13269,35428,
20111215,13198,12851,13059,12991,31801,
20111216,13372,12886,12886,13234,28422,
20111219,13337,12331,13302,12505,65193,
20111220,12990,12504,12504,12679,26469,
20111221,13059,12712,13059,12713,47284,
20111222,12782,12157,12747,12366,51269,
20111223,13198,12469,12643,12783,80163,
20111226,13337,12816,12990,13269,47835,
20111227,13233,12643,13059,12783,35917,
20111228,12921,12365,12921,12540,31983,
20111229,12886,12539,12573,12644,33492,
20120102,13059,12643,12712,13061,30738,
20120103,13407,12955,13059,13373,64089,
20120104,13476,12504,13337,12713,108683,
20120105,12782,12087,12643,12192,125093,
20120106,12365,11740,12226,11775,105595,
20120109,11948,11601,11844,11949,49490,
20120110,12192,11670,11670,11879,30967,
20120111,12157,11670,11948,11879,82874,
20120112,12365,11462,11879,12366,66109,
20120113,12608,12122,12365,12192,60818,
20120116,12921,11844,11983,12123,113927,
20120117,12504,12018,12435,12296,47414,
20120118,12400,11948,12261,12123,37934,
20120119,12504,12018,12331,12018,42729,
20120120,12331,12018,12018,12296,40067,
20120125,12712,12087,12400,12157,93266,
20120126,12296,12018,12157,12296,41318,
20120127,12365,12053,12365,12053,50092,
20120130,12192,11879,11983,11949,36239,
20120131,12087,11601,11948,11810,73559,
20120201,12192,11809,11809,11949,66960,
20120202,12157,11809,12157,11949,50816,
20120203,12018,11740,12018,11949,57191,
20120206,12018,11670,11948,11671,45259,
20120207,11740,11254,11531,11254,79679,
20120208,11427,10976,11254,11046,67600,
20120209,11288,10976,10976,11219,45394,
20120210,12192,11184,11184,12018,122362,
20120213,12018,11705,12018,11810,54806,
20120214,12261,11740,11948,11984,58349,
20120215,12087,11809,12087,11914,46545,
20120216,11914,11358,11914,11497,81523,
20120217,11740,11497,11531,11671,50344,
20120220,12261,11670,11809,12157,111689,
20120221,12608,11914,12192,12018,100912,
20120222,12296,12018,12157,12157,44226,
20120223,12261,11983,12157,12088,19413,
20120224,12573,11983,12157,12505,83542,
20120227,12573,12261,12573,12470,46712,
20120228,12886,12400,12573,12887,76003,
