,High,Low,Open,Close,Volume,Adj Close
20070725,170000,155000,160000,169500,2853735,
20070726,169500,150000,168000,150000,2132041,
20070727,159000,139000,147000,148000,1205584,
20070730,157500,145000,145000,157500,571034,
20070731,159000,152500,155000,157000,368700,
20070801,155000,146000,153000,147500,401636,
20070802,151000,139000,150000,143000,463777,
20070803,146000,137000,146000,137000,684968,
20070806,140500,132500,135000,137500,433102,
20070807,141500,132500,140500,132500,457116,
20070808,138000,133000,134000,136000,459631,
20070809,142000,134500,138000,135500,499899,
20070810,132000,128000,131000,128500,446585,
20070813,133500,127500,130000,132000,537648,
20070814,132000,120500,131500,120500,496348,
20070816,119000,111500,114000,111500,801013,
20070817,118000,110500,113500,112000,408078,
20070820,125000,117000,119000,125000,568203,
20070821,128000,121000,124000,128000,356646,
20070822,128000,122500,127000,124000,608050,
20070823,130500,126000,128000,130000,435448,
20070824,137000,132000,132500,134000,527467,
20070827,144500,135000,142000,136000,519403,
20070828,139000,133000,138000,136000,463325,
20070829,132000,128500,128500,130000,653450,
20070830,133500,128500,132500,131000,557995,
20070831,130500,127000,130000,128500,429104,
20070903,145000,128500,129500,145000,676331,
20070904,147000,140500,142000,141000,451222,
20070905,144000,138000,143500,142000,456611,
20070906,151000,138500,140000,150500,735704,
20070907,159000,152000,155000,158000,1020724,
20070910,159500,152000,153500,157000,553323,
20070911,160000,155000,157500,156000,477034,
20070912,159000,156000,159000,157500,591737,
20070913,163500,155000,159500,163500,1087291,
20070914,163000,159000,162500,159000,642444,
20070917,160500,153000,159000,157000,427193,
20070918,160000,148500,160000,148500,278896,
20070919,156000,151000,154000,156000,372333,
20070920,156000,148500,156000,149000,476325,
20070921,153500,148500,149500,151000,365078,
20070927,165000,150500,152000,165000,719512,
20070928,162500,158500,162000,160000,435425,
20071001,161500,154500,160000,156000,466461,
20071002,161000,156000,160000,159000,479564,
20071004,159500,151500,159000,155500,616437,
20071005,155500,147500,154000,147500,751177,
20071008,154000,148000,151000,148000,559707,
20071009,150000,146500,149000,147500,466101,
20071010,156000,150500,151000,156000,660781,
20071011,155500,151000,154000,154000,534486,
20071012,158500,148000,156000,150500,676043,
20071015,153000,148000,152500,149000,541151,
20071016,148500,143500,146500,147500,1055224,
20071017,156500,147500,150500,156000,980993,
20071018,175000,158000,158500,175000,1373694,
20071019,177500,168000,175500,168000,548604,
20071022,166000,158000,158000,164500,507135,
20071023,167000,158000,167000,162500,637828,
20071024,168500,151500,162500,155500,858392,
20071025,170000,157500,159500,170000,830506,
20071026,188000,171000,173500,187500,1276074,
20071029,201500,186000,193000,198500,942015,
20071030,208500,194000,195500,208500,1049850,
20071031,207000,194000,200500,207000,779878,
20071101,216000,201000,211000,204000,902245,
20071102,209500,197500,198500,200000,459229,
20071105,202500,193500,199000,195500,558824,
20071106,203500,192500,194500,200000,432128,
20071107,215000,199000,205000,210000,873346,
20071108,206500,190000,203500,190000,867742,
20071109,201000,190000,194000,192500,486072,
20071112,201000,180500,190000,180500,548196,
20071113,183000,171500,180500,180000,541372,
20071114,187000,176000,187000,179000,535049,
20071115,182000,165500,181000,165500,495711,
20071116,170500,158000,167500,160000,871708,
20071119,171500,161000,163500,166500,963865,
20071120,178000,164500,167000,173000,689179,
20071121,183000,172000,173500,178500,688425,
20071122,183000,172000,183000,175000,496350,
20071123,180000,165500,175000,175500,604386,
20071126,184000,172500,178000,184000,464932,
20071127,196000,177500,179000,193000,459250,
20071128,194500,179000,193000,179000,576349,
20071129,184000,173500,183000,179000,432484,
20071130,190500,178000,179000,189500,564409,
20071203,187500,182000,185500,184500,299108,
20071204,190500,183500,187000,184500,242408,
20071205,190000,182000,185000,188500,204062,
20071206,191500,182500,190000,184000,283268,
20071207,188000,177000,188000,177000,235169,
20071210,180500,171500,176500,176500,241720,
20071211,187000,174500,177000,184000,303554,
20071212,186000,179500,183000,183500,268962,
20071213,189000,178500,184000,187000,678055,
20071214,188000,179500,187000,182500,362860,
20071217,180500,165500,180000,165500,421822,
20071218,170000,156000,163000,166000,1046003,
20071220,174000,166000,173000,168500,326758,
20071221,176000,166500,166500,176000,200184,
20071224,184000,177000,178000,184000,290369,
20071226,181000,174500,179000,178500,250318,
20071227,183500,175500,179000,183000,225214,
20071228,185500,180000,181500,181000,194493,
20080102,183000,177500,183000,180000,239372,
20080103,179000,168000,175000,169500,441523,
20080104,172500,161000,170500,163500,613365,
20080107,161000,156500,157500,157500,416022,
20080108,165000,157500,158000,165000,330238,
20080109,170000,161500,162000,170000,275718,
20080110,171500,163000,167500,163500,270591,
20080111,167000,158000,166000,159500,352694,
20080114,163500,156500,157000,159500,285387,
20080115,165000,155000,158500,155500,359078,
20080116,153500,140000,153500,146500,824136,
20080117,150000,137000,150000,144500,654406,
20080118,141500,136500,139000,139500,459560,
20080121,139500,123000,138000,126000,919337,
20080122,123000,111000,120500,119500,1274781,
20080123,127500,117500,124500,119000,861242,
20080124,126000,121500,123000,124500,538804,
20080125,130000,117000,126000,128000,1262946,
20080128,126000,114000,124000,114000,872578,
20080129,119500,111000,118000,115000,672731,
20080130,118500,103500,113000,105500,758802,
20080131,114000,101500,103500,113500,744859,
20080201,121000,111000,114500,119000,541923,
20080204,129500,119000,119000,127000,692836,
20080205,128500,121000,126500,123000,422643,
20080211,117500,113000,116000,113000,787525,
20080212,116500,107000,115000,109000,1047571,
20080213,112500,107000,111500,108500,780265,
20080214,124500,112500,112500,124500,1434958,
20080215,127000,119500,121500,123000,947042,
20080218,129500,123000,123000,125500,729095,
20080219,130000,123500,129000,127500,752699,
20080220,131500,120500,128500,121500,818362,
20080221,125500,121000,125000,124500,611299,
20080222,123000,119000,122000,119500,505923,
20080225,123500,119500,121500,121500,555340,
20080226,130500,123000,123500,128500,1069456,
20080227,134500,129000,132000,131000,954965,
20080228,135000,130500,134000,135000,718328,
20080229,133500,129500,132500,130500,559631,
20080303,128000,124500,125000,127500,443497,
20080304,128000,121000,127500,124000,799714,
20080305,124000,118000,123500,120500,948559,
20080306,123000,116500,121000,118500,984113,
20080307,118000,113000,113500,118000,702260,
20080310,115500,109500,114000,110000,810675,
20080311,113000,107000,107500,112000,468161,
20080312,116500,109500,116000,110000,916401,
20080313,110000,102000,108000,104000,1100000,
20080314,106500,96600,105500,98600,1331765,
20080317,99300,93000,97000,95400,845585,
20080318,100000,97000,97100,99600,631405,
20080319,106500,101500,102500,105000,811803,
20080320,104500,100000,102500,104000,556896,
20080321,108000,102000,107000,103500,575041,
20080324,106500,104000,105500,105000,390545,
20080325,108000,97500,107500,98000,1843333,
20080326,100500,96600,98600,98900,1127573,
20080327,99700,97100,98900,97400,800434,
20080328,99400,96600,97700,99200,1009805,
20080331,102500,99500,100500,102000,756753,
20080401,102500,98500,102500,100000,742453,
20080402,102000,99700,102000,102000,676614,
20080403,108500,102000,102500,106000,1094688,
20080404,112000,107000,109000,111000,1253444,
20080407,115500,109500,112500,112000,1050353,
20080408,113500,109500,111500,111500,448709,
20080410,110500,106500,110000,109500,714582,
20080411,112500,109000,109500,111000,540435,
20080414,115000,108500,109500,113000,719486,
20080415,118500,114000,114500,115000,1148614,
20080416,123000,117000,118000,120500,1180302,
20080417,124500,119000,123500,121000,780394,
20080418,122000,116500,121500,120000,526080,
20080421,123000,117000,120500,123000,1058363,
20080422,124500,121000,122000,121000,482207,
20080423,123500,118000,120000,122500,645497,
20080424,125000,121500,124500,124000,513199,
20080425,127000,123500,124500,126500,572653,
20080428,127000,120500,127000,122000,559842,
20080429,123000,118000,123000,121000,560711,
20080430,124000,120000,121000,123000,375312,
20080502,124500,121000,123500,123000,401440,
20080506,123500,118500,123000,119500,713476,
20080507,121500,117500,119000,118000,516800,
20080508,120000,115500,116500,116000,713603,
20080509,116500,110500,116000,112500,914827,
20080513,111500,107000,110500,109500,932622,
20080514,111000,107500,108000,109000,414659,
20080515,114000,110000,111000,112000,724652,
20080516,116000,112000,113000,113000,637216,
20080519,119500,114000,115000,119000,943307,
20080520,124500,120500,121000,122000,660663,
20080521,124000,118500,121000,119000,639680,
20080522,119000,114000,117500,117000,572463,
20080523,119000,115000,117000,117500,401231,
20080526,120500,115500,116500,118500,427777,
20080527,128500,120000,121000,128500,1760516,
20080528,130500,120500,129500,123500,1292474,
20080529,127500,124000,126000,126000,402080,
20080530,128000,123500,127500,128000,648393,
20080602,128500,124000,127500,125500,446135,
20080603,124000,120000,123500,122500,607951,
20080604,122000,119500,121500,121000,453967,
20080605,120500,116500,120000,117000,661679,
20080609,116500,112000,114500,116500,629388,
20080610,117000,113500,116500,113500,381073,
20080611,115000,111500,113000,112500,387531,
20080612,114500,111500,111500,112500,707090,
20080613,117000,111000,114000,112000,504428,
20080616,114000,111500,114000,113500,341986,
20080617,114500,110000,114500,111000,356033,
20080618,113500,109500,110000,113000,372444,
20080619,118000,112500,113000,114000,608423,
20080620,114500,107000,114000,109000,1136051,
20080623,110000,106500,107000,109000,454132,
20080624,112000,108500,108500,110500,433925,
20080625,113500,109500,109500,111500,335769,
20080626,115000,111500,112000,113000,341330,
20080627,116000,111000,111500,114500,585881,
20080630,118500,115000,116000,116500,620870,
20080701,121000,117500,117500,117500,745382,
20080702,119000,113000,118500,115000,566724,
20080703,115500,111000,112000,112000,608386,
20080704,112500,108500,112000,110000,391862,
20080707,112000,108500,109000,110500,310328,
20080708,112500,106000,112500,107000,439460,
20080709,109500,104500,108000,105500,623291,
20080710,108000,102500,103000,106500,580351,
20080711,110000,106000,108500,108000,411011,
20080714,110000,106500,108000,107000,277027,
20080715,108000,105500,107500,106000,286897,
20080716,107500,105000,107000,107000,364302,
20080717,109000,103500,109000,106000,502992,
20080718,106500,101500,106500,103000,476679,
20080721,107000,103000,103500,105500,462499,
20080722,109000,106000,106000,106500,400114,
20080723,108500,105000,107500,107500,497670,
20080724,111000,106500,107000,109000,559249,
20080725,110500,107000,108000,107500,353153,
20080728,110500,107500,109000,109000,434777,
20080729,107500,105000,106500,107000,461972,
20080730,108500,103000,108500,105000,796185,
20080731,106000,101500,105500,104000,584218,
20080801,103000,100000,102000,102000,568334,
20080804,102500,99800,101500,100500,266451,
20080805,99900,95600,98600,96500,1210376,
20080806,99300,96600,98000,98700,473898,
20080807,99800,95800,99800,96800,545010,
20080808,97500,95700,96400,96600,361033,
20080811,97400,94800,96500,96000,581988,
20080812,95800,94100,95000,95400,471536,
20080813,95500,94100,94500,95400,266490,
20080814,95700,94600,95400,95400,457307,
20080818,96200,94400,95500,95100,319157,
20080819,94700,91600,94000,92900,426064,
20080820,94900,91500,91600,93900,503999,
20080821,94300,92700,94200,92800,454057,
20080822,93300,90500,92800,92100,271910,
20080825,91900,90600,91000,91700,270186,
20080826,91900,90000,91000,91000,353192,
20080827,91100,89800,91000,90300,391443,
20080828,91700,88400,91000,89100,427662,
20080829,90000,85000,89100,86000,899518,
20080901,85000,80800,83500,81200,739516,
20080902,82100,74000,80400,78400,1223091,
20080903,77800,74300,75100,76700,1425870,
20080904,81400,76700,77800,80300,1144738,
20080905,79600,77700,77800,78900,602959,
20080908,84800,79200,80800,83300,1064912,
20080909,85400,83000,83800,84000,850913,
20080910,85300,82800,82800,85000,579875,
20080911,85300,83100,85100,83500,1055162,
20080912,89600,84600,85000,89500,1642084,
20080916,86000,80800,84200,86000,1212221,
20080917,89400,86700,88000,88400,936735,
20080918,88800,85600,86300,88000,712559,
20080919,96000,90600,90700,93900,1031475,
20080922,98000,95900,96200,95900,642729,
20080923,98600,95100,96000,98000,676461,
20080924,99400,96700,98700,98500,409139,
20080925,99500,95900,99500,98000,591962,
20080926,98100,94500,97000,96800,530956,
20080929,98100,89700,97100,92000,1106505,
20080930,89200,86000,87000,89000,926484,
20081001,89500,85100,89000,87600,791780,
20081002,88700,83700,87900,85000,558205,
20081006,83000,76800,82600,79500,916375,
20081007,78400,74200,76500,76300,1015553,
20081008,73700,65300,72800,66600,1368904,
20081009,68400,62000,65700,65400,1751432,
20081010,69100,57600,60300,67000,1735328,
20081013,73800,69300,69600,72500,1619845,
20081014,79600,75500,77700,78800,1129232,
20081015,79500,76400,76900,79000,1071654,
20081016,74800,69000,73000,73100,1127073,
20081017,75500,69400,75000,69500,781092,
20081020,72500,66300,71300,72000,877899,
20081021,75100,73200,73500,73400,664331,
20081022,74000,63000,72000,68900,1070355,
20081023,64400,58600,63000,59000,1426437,
20081024,60300,50200,59000,50200,1840735,
20081027,52600,43950,49900,48650,2037642,
20081028,55900,45000,45000,55900,1179566,
20081029,63900,49700,59900,55000,1362079,
20081030,63200,58000,61800,63200,821483,
20081031,72600,63500,65100,72600,1525682,
20081103,76900,69600,71600,69700,1724128,
20081104,70100,64800,69000,70000,1323477,
20081105,73200,67600,73000,71000,1152245,
20081106,67900,61300,65600,63500,756002,
20081107,66700,58500,58500,66700,710471,
20081110,71700,66500,67000,70400,1042836,
20081111,70400,67400,69900,68500,678576,
20081112,67700,65000,65000,67500,799640,
20081113,64300,60800,63100,62200,785228,
20081114,66100,62100,65700,63300,1016311,
20081117,62900,60200,61500,62100,756417,
20081118,62700,59700,60100,59700,725438,
20081119,59900,54700,59900,56700,1139207,
20081120,54200,52300,52500,53000,616180,
20081121,58100,49700,51200,57900,797115,
20081124,58800,55400,58000,55400,566775,
20081125,62800,56600,59200,59000,883741,
20081126,63500,59000,59600,62300,822429,
20081127,68900,64700,65000,68600,1276094,
20081128,71000,67200,68800,68000,691065,
20081201,71400,66300,68200,67200,603772,
20081202,69000,62800,62800,66500,665213,
