,High,Low,Open,Close,Volume,Adj Close
19900103,25200,24200,24800,25200,9970,
19900104,26200,25100,25200,26200,17110,
19900105,26200,25200,26200,25200,12530,
19900106,25500,25000,25000,25400,1340,
19900108,25500,24800,24800,25500,11790,
19900109,26000,25300,26000,25800,18080,
19900110,25500,25300,25300,25400,7050,
19900111,25500,24600,25400,24600,1180,
19900112,25300,24700,24700,25100,6210,
19900113,25200,24800,25100,24800,5500,
19900115,25000,24500,25000,24500,1220,
19900116,24600,24300,24600,24500,2500,
19900117,24500,24300,24500,24300,3730,
19900118,24300,24000,24100,24100,6800,
19900119,24100,24000,24100,24000,2480,
19900120,24500,24000,24000,24500,780,
19900122,25000,24600,24700,24900,9580,
19900123,25200,24900,25200,24900,12780,
19900124,25500,25100,25100,25500,15170,
19900125,25800,25500,25700,25500,21220,
19900129,25700,25100,25700,25600,9450,
19900130,25800,25200,25800,25500,15120,
19900131,25300,25000,25100,25200,13060,
19900201,25200,24700,24700,25200,6490,
19900202,25300,24900,24900,25200,4570,
19900203,25300,24900,25300,25000,1070,
19900205,25000,24700,24700,24700,310,
19900206,25000,24700,24700,24700,1880,
19900207,25000,24700,25000,24700,5550,
19900208,25500,24700,24700,25300,17380,
19900209,25500,25100,25100,25200,17000,
19900210,25300,25000,25300,25000,800,
19900212,25000,24700,25000,25000,5850,
19900213,24900,24500,24900,24500,2570,
19900214,25000,24600,24600,25000,3680,
19900215,25100,24800,25000,25000,2670,
19900216,25000,24800,25000,24800,2950,
19900217,24800,24600,24800,24800,520,
19900219,24700,24600,24600,24700,2370,
19900220,24600,24500,24600,24500,3350,
19900221,24500,24200,24500,24400,4150,
19900222,24500,24400,24400,24500,31810,
19900223,24700,24500,24600,24500,20700,
19900224,24500,24300,24400,24400,3130,
19900226,24400,23700,24200,23900,1780,
19900227,24300,23800,23900,24300,3470,
19900228,24500,24300,24500,24400,5220,
19900302,11660,11380,11613,11428,8600,
19900303,11427,11380,11427,11428,2140,
19900305,11427,11334,11427,11428,1340,
19900306,11426,11333,11333,11334,2230,
19900307,11336,10963,11195,10962,1800,
19900308,11146,10960,11054,11007,3300,
19900309,11101,11008,11008,11102,12610,
19900312,11195,10917,11195,10915,6810,
19900313,10917,10730,10917,10729,5310,
19900314,10870,10730,10730,10776,3550,
19900315,11148,10775,10775,11102,17710,
19900316,11240,10960,11193,11007,20010,
19900317,11006,11006,11006,11007,6930,
19900319,11101,11055,11055,11102,3490,
19900320,11194,11101,11194,11148,5600,
19900321,11148,11054,11054,11148,3340,
19900322,11242,11055,11055,11242,12130,
19900323,11148,11055,11101,11054,8610,
19900324,11009,10917,11009,10915,3010,
19900326,11009,10917,10917,10962,11510,
19900327,11055,10961,11008,11054,21590,
19900328,10962,10821,10962,10821,960,
19900329,10963,10870,10963,10915,11020,
19900330,11055,10961,10961,11054,3450,
19900331,11101,10961,11101,11054,3450,
19900402,11054,10914,10914,11007,4110,
19900403,11009,10963,11009,10962,1340,
19900404,11101,10869,11008,11102,9160,
19900406,11194,11008,11008,11148,37120,
19900407,11148,11008,11148,11054,4880,
19900409,10963,10963,10963,10962,1700,
19900410,11055,10868,10961,10868,2380,
19900411,10868,10868,10868,10868,1030,
19900412,10961,10868,10868,10868,1220,
19900413,11056,10776,10870,10776,3470,
19900414,10681,10541,10681,10542,790,
19900416,10588,10402,10588,10402,630,
19900417,10868,10402,10402,10868,12020,
19900418,11196,10730,11196,10729,9400,
19900419,11009,10636,10636,10729,4060,
19900420,10633,10493,10493,10588,3170,
19900421,10587,10493,10493,10588,1770,
19900423,10588,10261,10588,10402,2060,
19900424,10402,10402,10402,10402,1360,
19900425,10308,9935,10308,10122,2690,
19900426,10029,9748,10029,9748,1960,
19900427,9891,9283,9283,9889,1440,
19900428,9561,9420,9467,9468,3180,
19900430,9281,9281,9281,9283,0,
19900501,9657,9470,9563,9656,3330,
19900503,10122,9795,9795,10122,4580,
19900504,10587,10213,10259,10588,7700,
19900507,10541,10307,10541,10308,2240,
19900508,10169,9935,10169,10122,4110,
19900509,10495,10029,10495,10169,1920,
19900510,10121,9795,10121,9795,320,
19900511,9704,9517,9610,9703,400,
19900512,9608,9235,9608,9608,1820,
19900514,9327,9233,9327,9235,1420,
19900515,8957,8863,8957,8862,1830,
19900516,9233,8860,8860,9235,9610,
19900517,9560,9233,9560,9235,16860,
19900518,9468,9234,9234,9422,8630,
19900519,9561,9467,9561,9468,1170,
19900521,9420,9327,9420,9422,1450,
19900522,9655,9516,9562,9608,7830,
19900523,9704,9564,9657,9703,6530,
19900524,9561,9561,9561,9562,440,
19900525,9748,9562,9562,9748,4530,
19900526,9750,9704,9704,9703,1510,
19900528,9608,9561,9608,9562,490,
19900529,9795,9095,9095,9795,3400,
19900530,9843,9656,9750,9842,5070,
19900531,10075,9795,9795,10028,7180,
19900601,10075,9935,9982,10028,5720,
19900602,10448,10029,10122,10402,17690,
19900604,10494,10307,10400,10495,9410,
19900605,10494,10028,10028,10495,5010,
19900607,10494,10028,10028,10495,5420,
