,High,Low,Open,Close,Volume,Adj Close
19980509,2412,2412,2412,2411,0,
19980511,2412,2412,2412,2411,0,
19980512,2412,2412,2412,2411,0,
19980513,2412,2412,2412,2411,440,
19980514,2412,2412,2412,2411,490,
19980515,2412,2412,2412,2411,0,
19980516,2412,2412,2412,2411,0,
19980518,2412,2412,2412,2411,0,
19980519,2412,2412,2412,2411,90,
19980520,2412,2412,2412,2411,0,
19980521,2363,2363,2363,2363,0,
19980522,2363,2363,2363,2363,0,
19980523,2363,2363,2363,2363,0,
19980525,2363,2363,2363,2363,0,
19980526,2363,2363,2363,2363,0,
19980527,2363,2363,2363,2363,0,
19980528,2363,2363,2363,2363,0,
19980529,2363,2363,2363,2363,0,
19980530,2363,2363,2363,2363,0,
19980601,2363,2363,2363,2363,0,
19980602,2363,2363,2363,2363,0,
19980603,2363,2363,2363,2363,0,
19980605,2363,2363,2363,2363,0,
19980608,2363,2363,2363,2363,0,
19980609,2363,2363,2363,2363,0,
19980610,2363,2363,2363,2363,0,
19980611,2363,2363,2363,2363,0,
19980612,2363,2363,2363,2363,0,
19980613,2315,2315,2315,2315,0,
19980615,2315,2315,2315,2315,0,
19980616,2315,2315,2315,2315,0,
19980617,2412,2412,2412,2411,800,
19980618,2412,2412,2412,2411,0,
19980619,2412,2412,2412,2411,0,
19980620,2412,2412,2412,2411,0,
19980622,2412,2412,2412,2411,0,
19980623,2412,2412,2412,2411,0,
19980624,2412,2412,2412,2411,0,
19980625,2412,2412,2412,2411,250,
19980626,2219,2219,2219,2218,0,
19980627,2219,2219,2219,2218,0,
19980629,2219,2219,2219,2218,0,
19980630,2219,2219,2219,2218,0,
19980701,2219,2219,2219,2218,0,
19980702,2219,2219,2219,2218,0,
19980703,2219,2219,2219,2218,0,
19980704,2219,2219,2219,2218,0,
19980706,2219,2219,2219,2218,0,
19980707,2219,2219,2219,2218,0,
19980708,2219,2219,2219,2218,0,
19980709,2219,2219,2219,2218,0,
19980710,2219,2219,2219,2218,0,
19980711,2219,2219,2219,2218,0,
19980713,2219,2219,2219,2218,0,
19980714,2219,2219,2219,2218,0,
19980715,2219,2219,2219,2218,0,
19980716,2219,2219,2219,2218,0,
19980718,2219,2219,2219,2218,0,
19980720,2219,2219,2219,2218,0,
19980721,2219,2219,2219,2218,500,
19980722,2219,2219,2219,2218,0,
19980723,2219,2219,2219,2218,0,
19980725,2219,2219,2219,2218,0,
19980727,2219,2219,2219,2218,0,
19980728,2219,2219,2219,2218,0,
19980729,2219,2219,2219,2218,509,
19980730,2219,2219,2219,2218,0,
19980731,2219,2219,2219,2218,0,
19980801,2219,2219,2219,2218,0,
19980803,2219,2219,2219,2218,0,
19980804,2219,2219,2219,2218,0,
19980805,2219,2219,2219,2218,0,
19980806,2219,2219,2219,2218,0,
19980807,2219,2219,2219,2218,0,
19980808,2219,2219,2219,2218,0,
19980810,2219,2219,2219,2218,0,
19980811,2219,2219,2219,2218,0,
19980812,2219,2219,2219,2218,0,
19980813,2219,2219,2219,2218,0,
19980814,2219,2219,2219,2218,0,
