,High,Low,Open,Close,Volume,Adj Close
20010425,20621,17563,20621,18489,3094940,
20010426,18416,17492,17918,17636,1197840,
20010427,18204,17066,17280,18062,854340,
20010430,18275,17706,17706,18204,803230,
20010502,18843,17990,18345,18489,851580,
20010503,21262,18417,18631,21262,3525520,
20010504,21475,20266,21262,21191,1314760,
20010507,21617,20693,21617,21120,977780,
20010508,22114,20550,20621,20978,569580,
20010509,21048,20480,20480,20764,384160,
20010510,21403,20407,20763,20836,488110,
20010511,21546,20906,20977,21191,587790,
20010514,21475,20906,21333,21120,242770,
20010515,21475,20764,21475,21120,257460,
20010516,21120,20124,20977,20622,613630,
20010517,22327,20763,21119,22258,1695490,
20010518,25528,22968,23182,24960,2393500,
20010521,26310,24887,26310,25956,1283130,
20010522,26167,25101,25954,25316,750020,
20010523,26950,25456,25883,26169,718120,
20010524,26595,25315,25600,26453,311830,
20010525,27591,26453,26880,27093,475520,
20010528,27235,26524,27022,27022,318730,
20010529,26880,26097,26453,26880,401790,
20010530,27733,26311,26453,27520,464750,
20010531,26950,26238,26310,26596,413890,
20010601,26880,25173,26737,25173,381340,
20010604,25456,24176,24461,24747,383570,
20010605,25385,24745,25030,24747,602130,
20010607,25172,23963,24745,24036,434610,
20010608,25954,24034,24176,25956,457780,
20010611,26239,25030,25314,26169,201760,
20010612,26026,25600,26026,25813,92040,
20010613,26310,25314,25812,25316,173600,
20010614,25884,25031,25173,25884,286680,
20010615,25527,24674,25456,25529,214990,
20010618,25527,24816,24887,25316,130650,
20010619,25031,24106,24960,24604,393790,
20010620,24319,23679,23892,24036,212080,
20010621,23963,22754,23607,23609,596900,
20010622,24816,23323,23323,24178,381200,
20010625,24887,23536,23536,24747,319530,
20010626,25385,24176,24745,25316,358010,
20010627,25600,24675,25315,25600,170960,
20010628,25599,24674,25314,24818,216140,
20010629,25244,24462,25031,24604,450970,
20010702,24960,24462,24533,24533,151680,
20010703,24745,24319,24603,24676,298710,
20010704,24604,23964,24320,24604,199000,
20010705,24461,23963,23963,24178,181250,
20010706,24176,23679,23679,24036,210850,
20010709,23822,22471,23751,23040,536740,
20010710,23253,22328,23182,22542,280310,
20010711,23040,21404,22044,22613,624470,
20010712,23679,23039,23039,23609,372000,
20010713,23963,22612,23607,23609,328090,
20010716,23466,22826,22897,23111,194520,
20010718,23039,21616,22541,22756,502080,
20010719,22328,21760,21831,22044,117500,
20010720,22755,21973,22044,22044,271140,
20010723,22043,21403,21545,21618,136980,
20010724,21475,20124,21475,20764,333950,
20010725,20906,19911,19911,20764,189010,
20010726,20906,20266,20906,20764,241270,
20010727,21687,20834,20976,21476,267560,
20010730,21047,20763,21047,20907,65660,
20010731,20764,20266,20408,20622,351100,
20010801,21261,20407,20621,21049,574350,
20010802,21261,20407,21261,20409,386170,
20010803,22186,20480,20480,21831,901040,
20010806,21973,21333,21333,21831,242990,
20010807,21831,21333,21333,21831,173010,
20010808,22541,21901,22043,22258,547240,
20010809,22257,21120,21760,21191,317110,
20010810,21474,20905,21332,21049,151480,
20010813,21830,20834,21119,21689,435870,
20010814,22542,21688,21760,22471,436100,
20010816,23750,21901,22185,22969,572860,
20010817,23822,22968,23111,23751,750110,
20010820,23323,22754,23323,22898,164060,
20010821,23324,22684,22755,23040,154860,
20010822,23181,22683,23039,22898,138040,
20010823,23324,22826,23111,23182,132710,
20010824,23466,22684,23466,23040,93410,
20010827,23964,22897,23324,23751,222180,
20010828,23893,23466,23751,23751,131150,
20010829,23750,23110,23181,23467,137840,
20010830,23607,23181,23323,23467,179890,
20010831,23607,22612,23323,22756,498290,
20010903,22967,22185,22754,22969,406160,
20010904,23750,22470,23750,22969,365750,
20010905,23537,22755,22755,23324,121740,
20010906,23537,22471,23182,22613,301050,
20010907,23182,22400,22755,23182,70580,
20010910,22897,22471,22755,22471,108480,
20010911,23537,22542,22755,22542,306000,
20010912,20622,19200,19200,19200,500560,
20010913,20977,19200,19200,20764,248260,
20010914,20764,20053,20622,20622,221000,
20010917,21333,19484,20622,21333,144790,
20010918,21617,20977,21333,21333,159140,
20010919,21333,20764,21333,21191,64680,
20010920,20835,20266,20622,20622,162590,
20010921,20622,19982,20195,20622,139670,
20010924,20407,19910,20123,20409,85330,
20010925,20622,19484,20551,19484,248840,
20010926,19696,19341,19483,19556,103070,
20010927,19555,19271,19271,19484,192150,
20010928,20124,19555,19555,19911,218920,
20011004,20622,20195,20622,20480,231610,
20011005,20763,20194,20763,20409,282750,
20011008,20407,20194,20407,20196,70960,
20011009,20835,19768,20337,20764,193250,
20011010,21190,20621,21047,20836,74870,
20011011,21404,20906,21191,21262,211180,
20011012,21617,20977,21048,21120,141410,
20011015,21191,20480,20693,21120,228520,
20011016,21830,21190,21261,21689,356710,
20011017,22826,21688,22044,22613,608920,
20011018,23466,21760,22613,23040,495120,
20011019,23039,22470,23039,22969,421590,
20011022,23679,22683,23465,23538,409330,
20011023,24035,22897,23324,23040,511650,
20011024,24319,22256,22256,24036,589270,
20011025,24604,23253,24533,23253,104260,
20011026,23536,22825,23252,22827,107720,
20011029,23324,22328,22897,22542,153320,
20011030,22755,22186,22186,22542,101330,
20011031,22754,22327,22754,22756,207420,
20011101,23040,22542,22542,23040,79820,
20011102,23111,22613,23040,22684,142570,
20011105,22896,22327,22754,22756,211920,
20011106,23111,22400,23040,22400,409700,
20011107,22826,22400,22400,22400,168390,
20011108,23182,22400,22471,23111,318430,
20011109,24105,23039,23394,23609,492240,
20011112,24746,23964,24320,24462,431250,
20011113,25385,24247,24461,25316,422670,
20011114,25599,24532,25314,24889,564470,
20011115,25884,24462,24888,25600,490870,
20011116,25884,24462,25742,25102,646300,
20011119,25244,24320,24320,24604,518170,
20011120,26737,24888,24888,25600,1145790,
20011121,26096,25030,25599,25458,529760,
20011122,26382,25173,25457,25884,359150,
20011123,27875,25884,26240,27520,742020,
20011126,30576,28159,28301,30009,1467810,
20011127,30222,28871,30008,29582,817710,
20011128,29582,27164,29582,28444,781900,
20011129,28585,26665,27305,28516,868100,
20011130,31288,28160,28515,30862,988380,
20011203,31502,30435,31146,31431,427410,
20011204,31003,29439,30576,29867,511740,
20011205,31075,29724,30577,30720,793060,
20011206,33065,31003,31643,31289,1404450,
20011207,32853,30862,31288,32853,592660,
20011210,32567,29439,32283,30507,492280,
20011211,31216,29723,30363,30436,404410,
20011212,30791,29013,29013,30364,416400,
20011213,32284,29866,30506,32284,515580,
20011214,32284,31217,32142,32142,430360,
20011217,31714,29936,30790,30436,332930,
20011218,31146,29155,30648,29440,353580,
20011219,30576,28159,29865,28516,516900,
20011220,29652,28656,28727,29298,288490,
20011221,29084,28160,28160,28444,230640,
20011224,30007,28443,28727,29369,200270,
20011226,29368,28657,28657,29013,261400,
20011227,30150,28727,29154,29867,343600,
20011228,31288,30293,30293,30933,315330,
20020102,31572,30434,30932,31289,326671,
20020103,33422,30933,31786,33422,548001,
20020104,35767,33136,33421,35556,702005,
20020107,36266,34560,35982,35200,469229,
20020108,35767,34345,34843,34987,271175,
20020109,35271,33848,34417,34844,300154,
20020110,37403,34416,34843,35698,270469,
20020111,35767,34701,35696,35769,292010,
20020114,36123,33990,35981,34916,324563,
20020115,35412,32781,34274,33209,347400,
20020116,33208,31786,32711,32142,698320,
20020117,33422,32000,32142,33422,330300,
20020118,34844,33564,33777,34133,249861,
20020121,34487,32994,33705,34489,114050,
20020122,37261,35056,35056,36836,874976,
20020123,40675,36408,36551,40391,1130582,
20020124,42381,39963,40390,40747,925721,
20020125,42310,40532,41954,40818,726899,
20020128,46648,41386,42666,45013,935206,
20020129,45511,42524,45013,43733,529956,
20020130,43447,40034,42807,40676,610061,
20020131,43377,41386,41884,42382,527502,
20020201,44585,41954,42452,42027,446539,
20020204,43804,40248,43235,40960,344061,
20020205,41031,39893,39964,41031,489540,
20020206,42880,41244,41244,42453,561460,
20020207,43234,42381,43234,42667,485240,
20020208,42736,41527,41954,42169,319785,
20020214,45367,42452,43092,45156,672281,
20020215,47714,44443,44443,47716,426817,
20020218,50487,47003,47216,50489,460870,
20020219,50487,47430,50061,47716,563373,
20020220,48710,46079,46932,47289,548591,
20020221,49208,46720,49066,47644,326487,
20020222,49350,45652,45652,49209,289900,
20020225,52906,50488,50844,51200,713693,
20020226,56888,52764,53760,53760,890728,
20020227,55040,53048,54044,54044,612746,
20020228,54754,52905,54754,52907,677815,
20020304,55039,51911,53617,51911,1001763,
20020305,54044,51128,52622,51484,756145,
20020306,54897,52480,52622,54044,992984,
20020307,56533,54044,54471,54044,811568,
20020308,54470,52052,54043,54187,594337,
20020311,56320,53333,54186,56320,334819,
20020312,60942,56746,56888,60942,709260,
20020313,60871,58240,60160,59662,651652,
20020314,60159,57456,59661,59307,633500,
20020315,59092,57954,59092,58098,862095,
20020318,61154,58807,61083,59876,605489,
20020319,62862,59875,60160,60444,754891,
20020320,60443,58381,60443,58738,631330,
20020321,59732,57101,57101,58169,344491,
20020322,60373,49493,59448,49493,587883,
20020325,56887,56887,56887,56889,241779,
20020326,59448,57457,57600,58880,1006531,
20020327,61866,58311,59448,61440,723934,
20020328,64071,60586,62577,62151,643912,
20020329,63360,60515,61866,62151,315311,
20020401,62150,60016,61865,60729,333439,
20020402,64924,59946,60728,64711,756917,
20020403,72533,64142,64568,71111,1361716,
20020404,74951,68408,71111,70400,1053363,
20020408,70684,64995,70684,66133,1247524,
20020409,66203,63501,65492,63716,581407,
20020410,63145,57883,61865,59449,992485,
20020411,61582,58595,59448,60302,1143597,
20020412,61368,58737,59022,60871,443863,
20020415,62861,58879,58879,62578,609324,
20020416,64853,62293,62862,64142,456938,
20020417,69760,66417,67057,67911,993838,
20020418,70754,67270,67554,68409,714537,
20020419,75946,70186,70257,75093,1846433,
20020422,76088,69546,75520,71253,958897,
20020423,73954,69687,71821,72818,507684,
20020424,72816,62007,71679,62009,2806151,
20020425,59732,52763,58310,56747,3799061,
20020426,61154,55750,59021,61156,2206544,
20020429,60586,55892,59448,59520,1217670,
20020430,58665,54470,58025,55609,1275715,
20020502,57173,54115,56177,56320,1286882,
20020503,57955,54613,54755,57742,657536,
20020506,57244,55182,56177,55253,472685,
20020507,54896,52834,54185,54898,800866,
